instruction,category,intent
necesita ayuda para presentar una queja contra su empresa,FEEDBACK,complaint
tengo problemas para cancelar la compra numero_pedido,ORDER,cancel_order
necesito información sobre la cancelación de una cuenta tipo_cuenta,ACCOUNT,delete_account
estoy intentando darme de baja del boletín informativo,SUBSCRIPTION,newsletter_subscription
dónde puedo configurar mi nueva dirección de envío,SHIPPING,set_up_shipping_address
quiero usar la cuenta tipo_cuenta necesito ayuda,ACCOUNT,switch_account
podrías ayudarme a comprar algunos de tus artículos,ORDER,place_order
necesito ayuda para restablecer la contraseña de mi cuenta,ACCOUNT,recover_password
espero un reembolso de monto_reembolso dólares,REFUND,track_refund
consultar el estado actual del pedido numero_pedido,ORDER,track_order
cancelar pedido numero_pedido,ORDER,cancel_order
necesito ayuda para abrir mi cuenta de tipo_cuenta,ACCOUNT,create_account
quiero ayuda para ver qué opciones de envío hay,DELIVERY,delivery_options
quiero ayuda para echar un vistazo rápido a la factura n 12588,INVOICE,check_invoice
no sé cómo ver la penalización por rescisión anticipada,CANCEL,check_cancellation_fee
podrías ayudarme a saber cuánto tarda la entrega,DELIVERY,delivery_period
puedes mostrarme la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
podrías ayudarme a ver mis facturas de nombre_persona,INVOICE,check_invoice
necesitas ayuda para reportar un problema con el pago,PAYMENT,payment_issue
puedo cambiar a la cuenta platino,ACCOUNT,switch_account
no sé cómo solicitar la devolución de mi dinero,REFUND,get_refund
encuentra información sobre la cancelación de una cuenta pro,ACCOUNT,delete_account
suscríbete al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
no sé cómo puedo comunicarme con el servicio de atención al cliente,CONTACT,contact_customer_service
dónde puedo ver los métodos de pago que aceptan,PAYMENT,check_payment_methods
quiero ayuda para ver si hay alguna noticia sobre el reembolso,REFUND,track_refund
cómo informar sobre problemas con el registro,ACCOUNT,registration_problems
no puedo ver su política de reembolso,REFUND,check_refund_policy
ayúdenme a cancelar mi suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
modificación de datos en una cuenta freemium,ACCOUNT,edit_account
quiero ayuda para recuperar la clave de acceso de mi perfil,ACCOUNT,recover_password
cuenta estándar de opdn,ACCOUNT,create_account
dónde presentar una reclamación de consumidor contra su empresa,FEEDBACK,complaint
dónde puedo informar de un problema con el pago en línea,PAYMENT,payment_issue
asistencia para consultar el estado actual del reembolso,REFUND,track_refund
intento enviar la dirección de entrega secundaria,SHIPPING,set_up_shipping_address
cómo puedo suscribirme al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
editar información en la cuenta premium,ACCOUNT,edit_account
quiero hablar con alguien,CONTACT,contact_human_agent
cómo se envía la dirección de entrega secundaria,SHIPPING,set_up_shipping_address
cómo puedo ingresar una maldita dirección de entrega,SHIPPING,set_up_shipping_address
cómo usar el perfil estándar,ACCOUNT,switch_account
qué debo hacer para solicitar un reembolso de dinero,REFUND,get_refund
introduje una dirección de envío incorrecta puedo editarla,SHIPPING,change_shipping_address
necesito saber si hay alguna novedad sobre la restitución,REFUND,track_refund
necesito ayuda para saber cuándo puedo esperar el envío,DELIVERY,delivery_period
ayuda con los pagos,PAYMENT,payment_issue
cambio de datos en la cuenta tipo_cuenta,ACCOUNT,edit_account
olvidé mi contraseña de usuario ayúdenme a restablecerla,ACCOUNT,recover_password
puedo hacer un pedido desde ciudad_entrega,DELIVERY,delivery_options
quiero localizar la compra numero_pedido,ORDER,track_order
necesito ayuda para obtener reembolsos de dinero,REFUND,get_refund
eliminar la cuenta tipo_cuenta,ACCOUNT,delete_account
no sé qué tengo que hacer para mostrar las opciones de pago,PAYMENT,check_payment_methods
problemas al cancelar la compra numero_pedido,ORDER,cancel_order
podrías ayudarme a ver qué opciones de envío tengo,DELIVERY,delivery_options
puedo darme de baja del boletín informativo,SUBSCRIPTION,newsletter_subscription
directo a alguien,CONTACT,contact_human_agent
no encuentro información sobre las comisiones por retirada,CANCEL,check_cancellation_fee
no puedo recuperar la contraseña de mi cuenta de usuario,ACCOUNT,recover_password
problemas al configurar la dirección de envío,SHIPPING,set_up_shipping_address
ayúdame a usar el perfil estándar,ACCOUNT,switch_account
podrías ayudarme a reportar problemas con los pagos en línea,PAYMENT,payment_issue
no sé cómo cancelar la compra numero_pedido,ORDER,cancel_order
cómo puedo consultar las opciones de envío que ofrecen,DELIVERY,delivery_options
puedes ayudarme a comprar algunos de tus artículos,ORDER,place_order
puedo consultar el cargo por cancelación,CANCEL,check_cancellation_fee
creación de una cuenta estándar,ACCOUNT,create_account
no sé cómo recuperar la contraseña de mi cuenta,ACCOUNT,recover_password
quieres saber más sobre la actualización de tu dirección de envío,SHIPPING,change_shipping_address
necesito ayuda para ver la factura n 37777,INVOICE,check_invoice
necesito comprobar qué opciones de entrega tengo ayúdame,DELIVERY,delivery_options
es posible realizar un pedido desde ciudad_entrega,DELIVERY,delivery_options
puedes ayudarme a informar sobre problemas de registro,ACCOUNT,registration_problems
quiero pudar compra numero_pedido puedes ayudarme,ORDER,change_order
quiero recibir vuestro boletín informativo cómo puedo hacerlo,SUBSCRIPTION,newsletter_subscription
existe alguna dirección de correo electrónico para enviar mis comentarios sobre un servicio,FEEDBACK,review
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
tengo que suscribirme al boletín informativo cómo lo hago,SUBSCRIPTION,newsletter_subscription
llamo para presentar una reclamación de cliente contra su empresa,FEEDBACK,complaint
puedes ayudarme a informar de un error de registro,ACCOUNT,registration_problems
ver las facturas de nombre_persona,INVOICE,check_invoice
espero una restitución de monto_reembolso dólares,REFUND,track_refund
necesito ayuda para presentar una queja contra su empresa,FEEDBACK,complaint
quiero ayuda para saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
no sé cómo puedo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
espero un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
espero un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
modificar datos en la cuenta tipo_cuenta,ACCOUNT,edit_account
corrección de datos en la cuenta estándar,ACCOUNT,edit_account
información sobre cómo corregir la maldita dirección de envío,SHIPPING,change_shipping_address
cómo puedo saber cuánto tarda en llegar mi maldito paquete,DELIVERY,delivery_period
quiero información sobre la cancelación de mi cuenta tipo_cuenta,ACCOUNT,delete_account
tengo que comprobar las tarifas de cancelación,CANCEL,check_cancellation_fee
qué debo hacer para informar de un problema al registrarme,ACCOUNT,registration_problems
quiero ayuda para saber cuándo puedo esperar el artículo,DELIVERY,delivery_period
tengo que cancelar mi suscripción al boletín informativo cómo lo hago,SUBSCRIPTION,newsletter_subscription
no sé qué tengo que hacer para pedir algunos artículos,ORDER,place_order
no sé cómo puedo consultar las penalizaciones por rescisión,CANCEL,check_cancellation_fee
necesito ayuda para recuperar la contraseña del perfil de usuario de ym,ACCOUNT,recover_password
cómo puedo cancelar la compra numero_pedido,ORDER,cancel_order
cuenta opdn tipo_cuenta,ACCOUNT,create_account
actualizando la cuenta tipo_cuenta,ACCOUNT,edit_account
puedes ayudarme a cambiar los datos de mi perfil,ACCOUNT,edit_account
necesito ayuda para cancelar la compra numero_pedido,ORDER,cancel_order
quiero ayuda para crear una cuenta platino para mi prometido,ACCOUNT,create_account
tengo que comprobar cuándo va a llegar mi producto,DELIVERY,delivery_period
corrección de datos en la cuenta freemium,ACCOUNT,edit_account
tengo que presentar una reclamación,FEEDBACK,complaint
no puedo abrir una cuenta tengo que informar de un problema de registro,ACCOUNT,registration_problems
necesito corregir los malditos datos incluidos en mi cuenta,ACCOUNT,edit_account
necesito ayuda para recuperar la clave de mi perfil de usuario,ACCOUNT,recover_password
tienes una dirección de correo electrónico para enviar comentarios en nombre de tu empresa,FEEDBACK,review
puedes ayudarme a obtener una compensación,REFUND,get_refund
ya no necesito mi maldita cuenta cómo la borro,ACCOUNT,delete_account
tengo que cambiar algunos productos de la compra numero_pedido,ORDER,change_order
en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
quiero ayuda para restablecer la clave de acceso de mi cuenta de usuario,ACCOUNT,recover_password
de dónde puedo descargar mis malditas facturas nombre_persona,INVOICE,get_invoice
modificar pedido numero_pedido,ORDER,change_order
me gustaría ganar varios artículos,ORDER,place_order
llamo para enviar mis comentarios sobre sus servicios,FEEDBACK,review
necesito ayuda para echar un vistazo rápido a la factura n 12588,INVOICE,check_invoice
cómo puedo informar sobre problemas con mi registro,ACCOUNT,registration_problems
ver la factura de nombre_persona,INVOICE,check_invoice
tengo que ver en qué horario puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
dónde puedo cambiar a la maldita cuenta tipo_cuenta,ACCOUNT,switch_account
problema con la cancelación de cuentas de tipo_cuenta,ACCOUNT,delete_account
ayúdenme a solicitar una maldita compensación,REFUND,get_refund
realizan envíos a ciudad_entrega,DELIVERY,delivery_options
asistencia para comprobar la tarifa de salida anticipada,CANCEL,check_cancellation_fee
puedes ayudarles a comprobar cuándo llegará mi artículo,DELIVERY,delivery_period
ayuda para editar mi dirección de entrega,SHIPPING,change_shipping_address
cómo abrir una cuenta estándar,ACCOUNT,create_account
ayuda para recuperar la contraseña de mi cuenta de usuario,ACCOUNT,recover_password
asistencia para cancelar la compra numero_pedido,ORDER,cancel_order
cambiar datos en la cuenta tipo_cuenta,ACCOUNT,edit_account
necesito saber cuánto tardan los reembolsos cómo puedo hacerlo,REFUND,check_refund_policy
necesito ayuda para saber cuándo puedo esperar mi paquete,DELIVERY,delivery_period
puedes ayudarme a comprobar la penalización por rescisión anticipada,CANCEL,check_cancellation_fee
tengo que notificar los problemas con los pagos,PAYMENT,payment_issue
dónde ganar varios de sus productos,ORDER,place_order
ayúdame a saber cuándo puedo esperar el artículo,DELIVERY,delivery_period
quiero ayuda para informar de un problema de registro,ACCOUNT,registration_problems
podrías ayudarme a darme de baja de tu maldito boletín informativo,SUBSCRIPTION,newsletter_subscription
es posible crear una cuenta gold,ACCOUNT,create_account
tengo que enumerar los malditos métodos de pago cómo lo hago,PAYMENT,check_payment_methods
estoy esperando un reembolso de monto_reembolso dólares,REFUND,track_refund
cómo puedo descargar la factura de las últimas 6 semanas,INVOICE,get_invoice
no sé cómo puedo solicitar el reembolso del dinero,REFUND,get_refund
necesito información sobre cómo corregir la compra numero_pedido,ORDER,change_order
necesito ayuda para chatear con un maldito agente humano,CONTACT,contact_human_agent
quiero hablar con asistencia al cliente ayúdenme,CONTACT,contact_customer_service
no sé cómo reportar errores con los pagos,PAYMENT,payment_issue
hay un problema al enviar la maldita dirección de envío,SHIPPING,set_up_shipping_address
tengo que hacer un pedido me pueden ayudar,ORDER,place_order
espero una restitución de monto_reembolso dólares,REFUND,track_refund
estoy intentando ganar un producto,ORDER,place_order
quiero ayuda para saber cuándo puedo esperar mi pedido,DELIVERY,delivery_period
cómo puedo conseguir varios de sus artículos,ORDER,place_order
estoy intentando notificar los errores en los pagos en línea,PAYMENT,payment_issue
pregunta sobre la recuperación de la persona con discapacidad,ACCOUNT,recover_password
ayúdame a ver tu garantía de devolución de dinero,REFUND,check_refund_policy
ayúdame a comprobar cuánto tarda en llegar mi pedido,DELIVERY,delivery_period
qué debo hacer para notificar los problemas de registro,ACCOUNT,registration_problems
tengo errores al modificar mi dirección de envío,SHIPPING,change_shipping_address
creando una nueva cuenta tipo_cuenta,ACCOUNT,create_account
existe algún método para dejar comentarios sobre un producto,FEEDBACK,review
necesito comprobar cuánto tardan los reembolsos ayúdenme,REFUND,check_refund_policy
no sé cómo consultar la comisión por retiro,CANCEL,check_cancellation_fee
