instruction,category,intent,source
asistencia para cambiar a la maldita cuenta tipo_cuenta,ACCOUNT,switch_account,original
necesito ayuda para localizar las facturas de nombre_persona,INVOICE,check_invoice,original
sería posible consultar los métodos de envío,DELIVERY,delivery_options,original
quiero enviar algunos comentarios sobre sus servicios necesito ayuda,FEEDBACK,review,original
necesito ayuda para comprobar los métodos de pago permitidos,PAYMENT,check_payment_methods,original
muéstrame el estado de la compra numero_pedido,ORDER,track_order,original
adquirir varios artículos,ORDER,place_order,original
cómo puedo descargar la factura n 12588,INVOICE,get_invoice,original
no sé cómo podría abrir una cuenta premium para mi prometido,ACCOUNT,create_account,original
quiero hacer un seguimiento de mi reembolso necesito ayuda,REFUND,track_refund,original
no puedo recuperar mi cuenta eky,ACCOUNT,recover_password,original
podría informarme sobre los plazos de envío,DELIVERY,delivery_period,original
necesito ganarme la vida escribiendo artículos cómo puedo hacerlo,ORDER,place_order,original
necesito ayuda para resolver un problema con los pagos,PAYMENT,payment_issue,original
ayuda para descargar mis facturas de nombre_persona,INVOICE,get_invoice,original
quiero ver los métodos de pago permitidos cómo puedo hacerlo,PAYMENT,check_payment_methods,original
quiero ayuda para saber en qué casos puedo solicitar la devolución de mi dinero,REFUND,check_refund_policy,original
no sé qué tengo que hacer para cambiar a la cuenta pro,ACCOUNT,switch_account,original
cómo puedo saber cuánto tarda el envío,DELIVERY,delivery_period,original
cómo puedo consultar el estado actual de mi compensación,REFUND,track_refund,original
necesito actualizar mi cuenta puedo obtener ayuda,ACCOUNT,edit_account,original
intento ver en qué situaciones puedo solicitar reembolsos,REFUND,check_refund_policy,original
necesito ayuda para hablar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
me enviará por correo electrónico la factura de nombre_persona,INVOICE,get_invoice,original
pedido correcto numero_pedido,ORDER,change_order,original
quiero ayuda para verificar las modalidades de pago permitidas,PAYMENT,check_payment_methods,original
realizan envíos a ciudad_entrega,DELIVERY,delivery_options,original
revisando las facturas del mes pasado,INVOICE,check_invoice,original
quiero ayuda para saber si hay alguna novedad sobre mi restitución,REFUND,track_refund,original
no sé qué hacer para actualizar mis malditos datos de usuario,ACCOUNT,edit_account,original
dónde puedo encontrar información sobre la eliminación de mi cuenta pro,ACCOUNT,delete_account,original
quiero ayuda para cancelar la compra numero_pedido,ORDER,cancel_order,original
puedes ayudarme a usar el perfil estándar,ACCOUNT,switch_account,original
necesito ayuda para comprobar qué opciones de envío hay disponibles,DELIVERY,delivery_options,original
necesito ayuda para comunicarme con el servicio al cliente,CONTACT,contact_customer_service,original
podrías ayudarme a chatear con alguien,CONTACT,contact_human_agent,original
dame información sobre cómo actualizar mi dirección de entrega,SHIPPING,change_shipping_address,original
no puedo pagar la compra numero_pedido cómo puedo cancelarla,ORDER,cancel_order,original
quiero ver la penalización por salida anticipada cómo puedo hacerlo,CANCEL,check_cancellation_fee,original
ver los métodos de pago disponibles,PAYMENT,check_payment_methods,original
qué debo hacer para cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
quiero enviar mis comentarios a su empresa,FEEDBACK,review,original
ayuda para presentar una reclamación contra su empresa,FEEDBACK,complaint,original
estado actual de comprobación del pedido numero_pedido,ORDER,track_order,original
no sé cómo podría contactar con el maldito servicio de atención al cliente,CONTACT,contact_customer_service,original
necesito ayuda para cancelar el pedido numero_pedido,ORDER,cancel_order,original
cambiando la información de la cuenta tipo_cuenta,ACCOUNT,edit_account,original
dónde configuro la nueva dirección de entrega,SHIPPING,set_up_shipping_address,original
cómo puedo recibir el boletín informativo,SUBSCRIPTION,newsletter_subscription,original
quiero ayuda para hablar con un agente en directo,CONTACT,contact_human_agent,original
tengo que usar el perfil premium,ACCOUNT,switch_account,original
ayúdame a recuperar la contraseña de mi cuenta,ACCOUNT,recover_password,original
puedo consultar las facturas de nombre_persona,INVOICE,check_invoice,original
tengo una pregunta sobre la cancelación de la compra numero_pedido,ORDER,cancel_order,original
podrías ayudarme a enumerar las modalidades de pago,PAYMENT,check_payment_methods,original
no sé cómo puedo reportar un error al registrarme,ACCOUNT,registration_problems,original
editar detalles en la cuenta gold,ACCOUNT,edit_account,original
envíenme la factura de nombre_persona,INVOICE,get_invoice,original
puedes ayudarme a cancelar la compra numero_pedido,ORDER,cancel_order,original
sería posible comprar varios artículos,ORDER,place_order,original
necesito ayuda para dejar mi opinión sobre sus productos,FEEDBACK,review,original
podría proporcionarme información sobre la eliminación de cuentas estándar,ACCOUNT,delete_account,original
ayuda con el cambio de dirección de entrega,SHIPPING,change_shipping_address,original
cómo usar la cuenta freemium,ACCOUNT,switch_account,original
no puedo crear una cuenta freemium para mi hija,ACCOUNT,create_account,original
necesito ayuda para cerrar mi cuenta platino,ACCOUNT,delete_account,original
podría darme más información sobre cómo corregir mi dirección de envío,SHIPPING,change_shipping_address,original
qué necesito hacer para ganar varios artículos de urarticle,ORDER,place_order,original
no sé cómo enviar mi dirección de entrega secundaria,SHIPPING,set_up_shipping_address,original
tengo que obtener una compensación económica,REFUND,get_refund,original
realizar compra,ORDER,place_order,original
quiero ver su maldita política de devolución de dinero necesito ayuda,REFUND,check_refund_policy,original
estoy esperando un reembolso de monto_reembolso dólares,REFUND,track_refund,original
ayúdenme a saber en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy,original
dejar una reseña sobre su empresa,FEEDBACK,review,original
muéstrame en qué situaciones puedo solicitar reembolsos,REFUND,check_refund_policy,original
no puedo agregar un producto a la compra numero_pedido,ORDER,change_order,original
me gustaría hablar con el servicio de atención al cliente cómo puedo hacerlo,CONTACT,contact_customer_service,original
asistencia para cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
cambiando a otro usuario,ACCOUNT,switch_account,original
existe una dirección de correo electrónico para enviar un comentario sobre un producto,FEEDBACK,review,original
me gustaría obtener información sobre la eliminación de una cuenta de tipo_cuenta,ACCOUNT,delete_account,original
cómo puedo presentar una queja,FEEDBACK,complaint,original
actualizando la información de la cuenta gold,ACCOUNT,edit_account,original
no sé cómo adquirir varios de sus productos,ORDER,place_order,original
ayúdenme a localizar la factura n 37777,INVOICE,check_invoice,original
no sé qué hacer para obtener una compensación por mi dinero,REFUND,get_refund,original
quiero ver qué opciones de envío puedo elegir ayúdenme,DELIVERY,delivery_options,original
tengo que informar de errores con un registro,ACCOUNT,registration_problems,original
tengo que notificar un problema con los registros,ACCOUNT,registration_problems,original
no sé cómo puedo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
cómo restablecer mi pin de perfil,ACCOUNT,recover_password,original
quiero reportar problemas con el pago en línea,PAYMENT,payment_issue,original
problemas con el restablecimiento de mi contraseña,ACCOUNT,recover_password,original
quiero ayuda para encontrar mi factura de nombre_persona,INVOICE,check_invoice,original
no sé qué hacer para abrir una cuenta de tipo_cuenta,ACCOUNT,create_account,original
necesito ayuda para actualizar mi dirección de envío,SHIPPING,change_shipping_address,original
estoy intentando reportar problemas con el pago en línea,PAYMENT,payment_issue,original
podría darme más información sobre cómo modificar mi dirección de envío,SHIPPING,change_shipping_address,original
no sé qué tengo que hacer para obtener mi factura n 00108,INVOICE,get_invoice,original
puedes ayudarme a cambiar a la cuenta platino,ACCOUNT,switch_account,original
quiero pedir algunos de sus artículos me pueden ayudar,ORDER,place_order,original
puedes ayudarme a recuperar mi contraseña de usuario,ACCOUNT,recover_password,original
quieres saber más sobre la corrección de la dirección de entrega,SHIPPING,change_shipping_address,original
necesito ayuda para recuperar la clave de mi cuenta,ACCOUNT,recover_password,original
necesito ayuda para modificar el pedido numero_pedido,ORDER,change_order,original
cómo me suscribo al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription,original
asistencia para ver si hay alguna noticia sobre el reembolso,REFUND,track_refund,original
es posible presentar una reclamación contra su empresa,FEEDBACK,complaint,original
no sé qué debo hacer para cancelar el pedido numero_pedido,ORDER,cancel_order,original
quiero cambiar la información de mi cuenta necesito ayuda,ACCOUNT,edit_account,original
necesitas ayuda para comprar algunos artículos,ORDER,place_order,original
no sé cómo descargar mi factura n 00108,INVOICE,get_invoice,original
necesito ayuda para escribir una reseña sobre un servicio,FEEDBACK,review,original
no quiero la cuenta freemium necesito ayuda para cerrarla,ACCOUNT,delete_account,original
cómo comprobar tu maldita garantía de devolución de dinero,REFUND,check_refund_policy,original
necesito ayuda para recuperar la contraseña de mi perfil de usuario,ACCOUNT,recover_password,original
tienes una dirección a la que pueda enviar comentarios,FEEDBACK,review,original
cuéntame sobre cómo modificar mi dirección,SHIPPING,change_shipping_address,original
quiero ayuda para exigir el reembolso de mi dinero,REFUND,get_refund,original
es posible realizar un pedido desde ciudad_entrega,DELIVERY,delivery_options,original
quiero ayuda para abrir una cuenta tipo_cuenta para mi padre,ACCOUNT,create_account,original
recibiendo factura de nombre_persona,INVOICE,get_invoice,original
qué debo hacer para saber cuándo llegará mi paquete,DELIVERY,delivery_period,original
no sé cómo consultar las penalizaciones por rescisión anticipada,CANCEL,check_cancellation_fee,original
no sé qué tengo que hacer para descargar la factura n 12588,INVOICE,get_invoice,original
necesito ayuda para actualizar la dirección de envío,SHIPPING,change_shipping_address,original
puedes ayudarme a cambiar algo de la compra numero_pedido,ORDER,change_order,original
compré algunos artículos ayúdenme a cancelar el pedido numero_pedido,ORDER,cancel_order,original
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund,original
he pedido algunos productos cómo puedo cancelar la compra numero_pedido,ORDER,cancel_order,original
estoy intentando enviar mis comentarios sobre sus servicios,FEEDBACK,review,original
