instruction,category,intent,instruction_es
can I check how long the shipping takes?,DELIVERY,delivery_period,¿Puedo consultar cuánto tarda el envío?
where to see how long it takes for my order to arrive?,DELIVERY,delivery_period,¿Dónde puedo consultar cuánto tarda en llegar mi pedido?
i have got to see the damn bills from {{Person Name}},INVOICE,check_invoice,Tengo que ver las malditas facturas de {{Nombre de la persona}}
I need to make a customer reclamation against your business,FEEDBACK,complaint,Necesito presentar una reclamación como cliente contra su empresa.
I am waiting for a reimbursement of {{Refund Amount}} dollras,REFUND,track_refund,Estoy esperando un reembolso de {{Refund Amount}} dólares
I have got to retrieve my user account PIN,ACCOUNT,recover_password,Tengo que recuperar el PIN de mi cuenta de usuario.
assistance canceling the newsletter subscription,SUBSCRIPTION,newsletter_subscription,Ayuda para cancelar la suscripción al boletín informativo.
where do I file a reclamation?,FEEDBACK,complaint,¿Dónde presento una reclamación?
cancel purchase00004587345,ORDER,cancel_order,cancelar compra00004587345
need to use the {{Account Type}} profile,ACCOUNT,switch_account,es necesario utilizar el perfil {{Account Type}}
"I have got to submit feedback for a service, how to do it?",FEEDBACK,review,"Tengo que enviar comentarios sobre un servicio, ¿cómo puedo hacerlo?"
could i order feom {{Delivery City}},DELIVERY,delivery_options,¿Puedo hacer un pedido desde {{Delivery City}}?
check the current status of my compensation,REFUND,track_refund,verificar el estado actual de mi compensación
I try to send my feedback about a product,FEEDBACK,review,Intento enviar mis comentarios sobre un producto.
"I ain't registered yet, I need to create a damn pro account",ACCOUNT,create_account,"Todavía no estoy registrado, necesito crear una cuenta Pro."
could I delete an item from purchase {{Order Number}}?,ORDER,change_order,¿Puedo eliminar un artículo de la compra {{Número de pedido}}?
help me seeing what hours customer support available is,CONTACT,contact_customer_service,Ayúdenme a ver qué horario de atención al cliente está disponible.
help resetting the password of my account,ACCOUNT,recover_password,Ayuda para restablecer la contraseña de mi cuenta
need to use the freemium profile can ya help me,ACCOUNT,switch_account,"Necesito usar el perfil freemium, ¿me puedes ayudar?"
"I haven't signed up, I need assistance opening a pro account",ACCOUNT,create_account,"No me he registrado, necesito ayuda para abrir una cuenta Pro."
i do not know how i can report an issue with a sign-up,ACCOUNT,registration_problems,No sé cómo puedo reportar un problema con un registro.
how do I get restitutions of money?,REFUND,get_refund,¿Cómo puedo obtener una compensación económica?
"I can't open an account, reportregistration issues",ACCOUNT,registration_problems,"No puedo abrir una cuenta, reporto problemas de registro."
"I have to see order {{Order Number}} current status, help me",ORDER,track_order,"Necesito ver el estado actual del pedido {{Número de pedido}}, ayúdenme."
I have got to leave my feedback about your services,FEEDBACK,review,Tengo que dejar mi opinión sobre sus servicios.
is it possible to report an error with a signup,ACCOUNT,registration_problems,¿Es posible reportar un error al registrarse?
i expect a refund of {{Refund Amount}} dollars,REFUND,track_refund,Espero un reembolso de {{Refund Amount}} dólares
I do not know what I need to do to remove a pro account,ACCOUNT,delete_account,No sé qué debo hacer para eliminar una cuenta Pro.
assistance contacting customer service,CONTACT,contact_customer_service,Ayuda para contactar con el servicio de atención al cliente
I have to check in what cases can I request reimbursements,REFUND,check_refund_policy,Tengo que comprobar en qué casos puedo solicitar reembolsos.
I do not know how I can order several of your article,ORDER,place_order,No sé cómo puedo pedir varios de sus artículos.
I need help to submit feedback about your products,FEEDBACK,review,Necesito ayuda para enviar comentarios sobre sus productos.
I need help seeing in which cases can I ask for a reufnd,REFUND,check_refund_policy,Necesito ayuda para saber en qué casos puedo solicitar un reembolso.
wanna edit my user info how to do it,ACCOUNT,edit_account,"Quiero editar mi información de usuario, ¿cómo lo hago?"
wannaspeak with customer service can ya help me,CONTACT,contact_customer_service,"Quiero hablar con atención al cliente, ¿me pueden ayudar?"
i do not know how i can check the options for shipment,DELIVERY,delivery_options,No sé cómo puedo consultar las opciones de envío.
is it possible to see when will my purchase arrive,DELIVERY,delivery_period,¿Es posible saber cuándo llegará mi compra?
how could I write a review?,FEEDBACK,review,¿Cómo podría escribir una reseña?
need to add some items to order {{Order Number}},ORDER,change_order,Necesito agregar algunos artículos al pedido {{Número de pedido}}
i have to enter a different delivery address,SHIPPING,set_up_shipping_address,Tengo que introducir una dirección de entrega diferente.
I expect a rebate of {{Refund Amount}} dollars,REFUND,track_refund,Espero un reembolso de {{Refund Amount}} dólares
i dont know what to do to cancel purchase {{Order Number}},ORDER,cancel_order,No sé qué hacer para cancelar la compra {{Número de pedido}}
I need to lodge a customer claim against your company,FEEDBACK,complaint,Necesito presentar una reclamación como cliente contra su empresa.
i want assistance to set up a secondary delivery address,SHIPPING,set_up_shipping_address,Quiero ayuda para configurar una dirección de entrega secundaria.
can you help me to change to the {{Account Category}} account?,ACCOUNT,switch_account,¿Puedes ayudarme a cambiar a la cuenta {{Categoría de cuenta}}?
i need supports trying to modify my delivery address,SHIPPING,change_shipping_address,Necesito ayuda para modificar mi dirección de entrega.
getting invoices from June,INVOICE,get_invoice,Recibiendo facturas desde junio
help using the {{Account Category}} account,ACCOUNT,switch_account,Ayuda para usar la cuenta {{Account Category}}
i want help to create  a {{Account Category}} account,ACCOUNT,create_account,Quiero ayuda para crear una cuenta de {{Categoría de cuenta}}.
can I check purchase {{Order Number}} status?,ORDER,track_order,¿Puedo consultar el estado de mi compra {{Número de pedido}}?
can uhlep me getting my fucking bill from {{Person Name}},INVOICE,get_invoice,¿Puedes ayudarme a conseguir mi maldita factura de {{Nombre de la persona}}?
help to see your fucking money back policy,REFUND,check_refund_policy,ayuda para ver tu maldita política de devolución de dinero
help me to create a {{Account Category}} account,ACCOUNT,create_account,Ayúdame a crear una cuenta de {{Categoría de cuenta}}
I do not know  what to do to get the bill #12588,INVOICE,get_invoice,No sé qué hacer para obtener la factura n.° 12588.
I need assistance speaking to an assistant,CONTACT,contact_human_agent,Necesito ayuda para hablar con un asistente.
"I can't pay, could you help me report payment errors?",PAYMENT,payment_issue,"No puedo pagar, ¿podría ayudarme a reportar errores de pago?"
wanna find the bill #37777 can uhelp me,INVOICE,check_invoice,"Quiero encontrar la factura #37777, ¿me puedes ayudar?"
"I have to edit the info on my profile, how to do it?",ACCOUNT,edit_account,"Tengo que editar la información de mi perfil, ¿cómo lo hago?"
problems with cnceling purchase {{Order Number}},ORDER,cancel_order,Problemas al cancelar la compra {{Número de pedido}}
where could I take a quick look at invokce #37777?,INVOICE,check_invoice,¿Dónde podría echar un vistazo rápido a la invocación #37777?
mldifying {{Account Category}} account,ACCOUNT,edit_account,mldifying {{Categoría de cuenta}}
could uhelp me purchase a goddamn item,ORDER,place_order,¿Podrías ayudarme a comprar un maldito artículo?
where to see the ETA of the purchase {{Order Number}}?,ORDER,track_order,¿Dónde puedo ver la fecha estimada de entrega de la compra {{Número de pedido}}?
"I have got to change to the {{Account Type}} account, how to do it?",ACCOUNT,switch_account,"Tengo que cambiar a la cuenta {{Account Type}}, ¿cómo lo hago?"
"I want to write a comment about a product, how can I do it?",FEEDBACK,review,"Quiero escribir un comentario sobre un producto, ¿cómo puedo hacerlo?"
help me contacting customer assistance,CONTACT,contact_customer_service,Ayúdenme a contactar con atención al cliente.
see early exit fee,CANCEL,check_cancellation_fee,ver tarifa de salida anticipada
I try to edit my address,SHIPPING,change_shipping_address,Intento editar mi dirección
what do I need to do to chat with a human agent ?,CONTACT,contact_human_agent,¿Qué debo hacer para chatear con un agente humano?
"I need to see the payment options, can you help me?",PAYMENT,check_payment_methods,"Necesito ver las opciones de pago, ¿me puedes ayudar?"
creating {{Account Category}} account,ACCOUNT,create_account,Creando cuenta {{Categoría de cuenta}}
i have to shop several of ur article how to do it,ORDER,place_order,Tengo que comprar varios de tus artículos sobre cómo hacerlo.
"the  address changed, modify it",SHIPPING,change_shipping_address,"La dirección ha cambiado, modifícala."
error entering the new shipping address,SHIPPING,set_up_shipping_address,Error al introducir la nueva dirección de envío.
help me adding several rpoducts to order {{Order Number}},ORDER,change_order,Ayúdame a agregar varios productos al pedido {{Número de pedido}}.
help me retrieve my user account pin code,ACCOUNT,recover_password,Ayúdenme a recuperar el código PIN de mi cuenta de usuario.
I want asisstance to speak with a person,CONTACT,contact_human_agent,Quiero ayuda para hablar con una persona.
i have to change purchase {{Order Number}} i need assistanmce,ORDER,change_order,Tengo que cambiar la compra {{Número de pedido}}. Necesito ayuda.
where can I check when will my product arrive?,DELIVERY,delivery_period,¿Dónde puedo consultar cuándo llegará mi producto?
how can I get in touch with customer support?,CONTACT,contact_customer_service,¿Cómo puedo ponerme en contacto con el servicio de atención al cliente?
payment issues,PAYMENT,payment_issue,problemas de pago
i have to use the {{Account Category}} profile,ACCOUNT,switch_account,Tengo que usar el perfil {{Account Category}}
could I change to the gold account?,ACCOUNT,switch_account,¿Puedo cambiar a la cuenta Gold?
can uhelp me to talk to an assistat,CONTACT,contact_human_agent,¿Puedes ayudarme a hablar con un asistente?
i have paid {{Currency Symbol}}{{Refund Amount}} for this order i ened to get a refund,REFUND,get_refund,He pagado {{Currency Symbol}}{{Refund Amount}} por este pedido y necesito un reembolso.
I want assistance sending my damn feedback for a product,FEEDBACK,review,Quiero ayuda para enviar mis comentarios sobre un producto.
